date,name,new_cases,new_cases_per_ten_thousand,first_dose,fully_vaccinated
30/06/2021,Melaka,223,,140582,68311
30/06/2021,Pahang,210,,213341,134201
30/06/2021,Terengganu,20,,155704,89532
30/06/2021,Labuan,132,,34303,15796
30/06/2021,Putrajaya,11,,39112,27515
30/06/2021,Perlis,5,,67256,39980
01/07/2021,Selangor,2885,,993032,318774
01/07/2021,Sabah,988,,383889,205175
01/07/2021,Kuala Lumpur,270,,1056002,209165
01/07/2021,Johor,232,,457921,256096
01/07/2021,Sarawak,544,,1116727,252496
01/07/2021,Pulau Pinang,692,,305485,128091
01/07/2021,Kelantan,108,,216413,141307
01/07/2021,Negeri Sembilan,174,,190382,98230
01/07/2021,Perak,149,,331010,214267
01/07/2021,Kedah,250,,236302,184457
01/07/2021,Melaka,311,,146062,70591
01/07/2021,Pahang,195,,216443,139054
01/07/2021,Terengganu,50,,160110,90258
01/07/2021,Labuan,129,,34881,16362
01/07/2021,Putrajaya,10,,40408,27950
01/07/2021,Perlis,1,,67768,41609
02/07/2021,Selangor,2907,,1031969,333432
02/07/2021,Sabah,230,,385114,215318
02/07/2021,Kuala Lumpur,637,,1094023,221020
02/07/2021,Johor,517,,464586,258636
02/07/2021,Sarawak,440,,1151744,257408
02/07/2021,Pulau Pinang,351,,314791,134494
02/07/2021,Kelantan,129,,217015,141747
02/07/2021,Negeri Sembilan,606,,197285,101934
02/07/2021,Perak,182,,345574,219044
02/07/2021,Kedah,257,,239335,186690
02/07/2021,Melaka,202,,151820,72684
02/07/2021,Pahang,329,,219502,142671
02/07/2021,Terengganu,44,,161292,90281
02/07/2021,Labuan,131,,35534,16721
02/07/2021,Putrajaya,20,,41788,28351
02/07/2021,Perlis,0,,68502,42588
03/07/2021,Selangor,3047,,1064412,342677
03/07/2021,Sabah,322,,386447,225690
03/07/2021,Kuala Lumpur,616,,1123942,232170
03/07/2021,Johor,414,,468676,266779
03/07/2021,Sarawak,361,,1178303,278528
03/07/2021,Pulau Pinang,142,,321838,138465
03/07/2021,Kelantan,89,,217421,141977
03/07/2021,Negeri Sembilan,699,,200396,103094
03/07/2021,Perak,101,,358879,223257
03/07/2021,Kedah,145,,244417,188354
03/07/2021,Melaka,345,,157116,74718
03/07/2021,Pahang,200,,223599,143987
03/07/2021,Terengganu,51,,167811,91934
03/07/2021,Labuan,108,,36065,17115
03/07/2021,Putrajaya,16,,42727,28352
03/07/2021,Perlis,2,,68965,42589
04/07/2021,Selangor,2262,,1095958,348853
04/07/2021,Sabah,228,,387000,233409
04/07/2021,Kuala Lumpur,616,,1154186,244709
04/07/2021,Johor,500,,472429,277716
04/07/2021,Sarawak,365,,1197283,299593
04/07/2021,Pulau Pinang,173,,328969,138468
04/07/2021,Kelantan,124,,222684,147117
04/07/2021,Negeri Sembilan,531,,203895,103979
04/07/2021,Perak,384,,371005,227137
04/07/2021,Kedah,332,,250804,193575
04/07/2021,Melaka,290,,157116,74718
04/07/2021,Pahang,95,,224162,145373
04/07/2021,Terengganu,54,,173006,95600
04/07/2021,Labuan,75,,36813,17128
04/07/2021,Putrajaya,16,,43712,28352
04/07/2021,Perlis,0,,69377,42589
05/07/2021,Selangor,2610,,1144651,367895
05/07/2021,Sabah,263,,388510,243816
05/07/2021,Kuala Lumpur,819,,1192024,255348
05/07/2021,Johor,324,,479302,290008
05/07/2021,Sarawak,424,,1226659,326285
05/07/2021,Pulau Pinang,157,,339646,143381
05/07/2021,Kelantan,114,,228435,153573
05/07/2021,Negeri Sembilan,523,,212044,108593
05/07/2021,Perak,249,,387663,232959
05/07/2021,Kedah,273,,259659,197776
05/07/2021,Melaka,206,,163378,76287
05/07/2021,Pahang,312,,231119,148383
05/07/2021,Terengganu,17,,179099,99727
05/07/2021,Labuan,71,,37268,18190
05/07/2021,Putrajaya,25,,45498,28782
05/07/2021,Perlis,0,,70047,44471
06/07/2021,Selangor,3260,,1202124,390420
06/07/2021,Sabah,225,,390699,253872
06/07/2021,Kuala Lumpur,1550,,1231055,269472
06/07/2021,Johor,313,,487566,300175
06/07/2021,Sarawak,286,,1254639,357574
06/07/2021,Pulau Pinang,185,,350060,148895
06/07/2021,Kelantan,118,,234984,161785
06/07/2021,Negeri Sembilan,698,,222179,113872
06/07/2021,Perak,94,,402234,239147
06/07/2021,Kedah,337,,268292,201999
06/07/2021,Melaka,230,,169781,78319
06/07/2021,Pahang,180,,235732,154325
06/07/2021,Terengganu,61,,185858,104018
06/07/2021,Labuan,82,,37725,19116
06/07/2021,Putrajaya,33,,47440,29503
06/07/2021,Perlis,2,,71391,46268
07/07/2021,Selangor,3119,,1251769,421384
07/07/2021,Sabah,244,,392408,265407
07/07/2021,Kuala Lumpur,1005,,1266223,290256
07/07/2021,Johor,224,,496281,314321
07/07/2021,Sarawak,289,,1283776,401408
07/07/2021,Pulau Pinang,140,,358121,154022
07/07/2021,Kelantan,123,,240405,172333
07/07/2021,Negeri Sembilan,788,,239503,119417
07/07/2021,Perak,187,,422498,241741
07/07/2021,Kedah,198,,279317,205920
07/07/2021,Melaka,358,,174445,82988
07/07/2021,Pahang,258,,242412,159459
07/07/2021,Terengganu,43,,192267,108404
07/07/2021,Labuan,93,,38110,20207
07/07/2021,Putrajaya,26,,48827,30681
07/07/2021,Perlis,2,,73192,48859
08/07/2021,Selangor,4152,,1314946,446583
08/07/2021,Sabah,279,,394435,275179
08/07/2021,Kuala Lumpur,1133,,1302525,306469
08/07/2021,Johor,336,,507984,326207
08/07/2021,Sarawak,281,,1311644,443987
08/07/2021,Pulau Pinang,237,,368133,161469
08/07/2021,Kelantan,135,,246098,181103
08/07/2021,Negeri Sembilan,897,,257100,124506
08/07/2021,Perak,543,,435347,250922
08/07/2021,Kedah,360,,290791,209999
08/07/2021,Melaka,183,,180814,85751
08/07/2021,Pahang,152,,250083,162693
08/07/2021,Terengganu,68,,198632,111661
08/07/2021,Labuan,64,,38386,22444
08/07/2021,Putrajaya,47,,50448,31580
08/07/2021,Perlis,1,,75115,50236
09/07/2021,Selangor,4400,,1384793,469136
09/07/2021,Sabah,323,,397885,286333
09/07/2021,Kuala Lumpur,1271,,1340018,321867
09/07/2021,Johor,315,,519404,330282
09/07/2021,Sarawak,406,,1336185,485413
09/07/2021,Pulau Pinang,142,,379038,167239
09/07/2021,Kelantan,151,,246176,128487
09/07/2021,Negeri Sembilan,899,,274176,128487
09/07/2021,Perak,241,,453294,258852
09/07/2021,Kedah,417,,295539,211638
09/07/2021,Melaka,222,,187104,88288
09/07/2021,Pahang,214,,253882,166087
09/07/2021,Terengganu,82,,201040,111665
09/07/2021,Labuan,80,,38610,24659
09/07/2021,Putrajaya,16,,52204,32261
09/07/2021,Perlis,1,,76590,51131
10/07/2021,Selangor,4277,,1446738,485272
10/07/2021,Sabah,251,,402255,298075
10/07/2021,Kuala Lumpur,1398,,1369537,339043
10/07/2021,Johor,399,,539058,336678
10/07/2021,Sarawak,352,,1363247,520592
10/07/2021,Pulau Pinang,180,,384958,173272
10/07/2021,Kelantan,89,,246724,182080
10/07/2021,Negeri Sembilan,638,,292498,129728
10/07/2021,Perak,145,,471393,264820
10/07/2021,Kedah,364,,299927,211878
10/07/2021,Melaka,835,,190884,93200
10/07/2021,Pahang,247,,259535,166536
10/07/2021,Terengganu,50,,212429,112558
10/07/2021,Labuan,85,,38885,26695
10/07/2021,Putrajaya,39,,54420,32261
10/07/2021,Perlis,4,,77360,52957
11/07/2021,Selangor,4682,,1497345,497708
11/07/2021,Sabah,271,,408482,305601
11/07/2021,Kuala Lumpur,1247,,1398957,358619
11/07/2021,Johor,392,,552584,342383
11/07/2021,Sarawak,270,,1383493,556871
11/07/2021,Pulau Pinang,243,,395269,173750
11/07/2021,Kelantan,150,,252883,186656
11/07/2021,Negeri Sembilan,541,,310230,130315
11/07/2021,Perak,207,,485403,270092
11/07/2021,Kedah,382,,306885,212837
11/07/2021,Melaka,278,,190914,93200
11/07/2021,Pahang,300,,264839,167333
11/07/2021,Terengganu,38,,218937,115633
11/07/2021,Labuan,54,,39284,28349
11/07/2021,Putrajaya,49,,56658,32261
11/07/2021,Perlis,1,,77871,55068
12/07/2021,Selangor,4308,,1572558,520613
12/07/2021,Sabah,298,,415813,314326
12/07/2021,Kuala Lumpur,609,,1444846,380634
12/07/2021,Johor,407,,569051,347796
12/07/2021,Sarawak,235,,1413184,609248
12/07/2021,Pulau Pinang,231,,405805,180996
12/07/2021,Kelantan,133,,261316,191312
12/07/2021,Negeri Sembilan,794,,325692,135381
12/07/2021,Perak,168,,503636,276642
12/07/2021,Kedah,415,,319785,216156
12/07/2021,Melaka,411,,196901,97545
12/07/2021,Pahang,314,,271222,173444
12/07/2021,Terengganu,140,,227108,119409
12/07/2021,Labuan,66,,39605,30735
12/07/2021,Putrajaya,45,,56400,33057
12/07/2021,Perlis,0,,78908,56827
13/07/2021,Selangor,5263,,1645202,546309
13/07/2021,Sabah,239,,425933,324190
13/07/2021,Kuala Lumpur,1521,,1492090,404341
13/07/2021,Johor,406,,585977,353896
13/07/2021,Sarawak,472,,1437565,661799
13/07/2021,Pulau Pinang,234,,418911,188191
13/07/2021,Kelantan,211,,273184,195155
13/07/2021,Negeri Sembilan,1033,,342605,142138
13/07/2021,Perak,329,,508667,282729
13/07/2021,Kedah,497,,336245,218924
13/07/2021,Melaka,323,,203787,101472
13/07/2021,Pahang,321,,276927,180482
13/07/2021,Terengganu,93,,235701,122850
13/07/2021,Labuan,60,,39898,33380
13/07/2021,Putrajaya,77,,58621,33981
13/07/2021,Perlis,0,,80803,58539
14/07/2021,Selangor,5051,,1732486,573171
14/07/2021,Sabah,286,,435283,332698
14/07/2021,Kuala Lumpur,1749,,1540433,426607
14/07/2021,Johor,396,,601630,359730
14/07/2021,Sarawak,289,,1459049,714451
14/07/2021,Pulau Pinang,210,,436417,195088
14/07/2021,Kelantan,236,,284148,198139
14/07/2021,Negeri Sembilan,1537,,359662,148823
14/07/2021,Perak,164,,514085,287788
14/07/2021,Kedah,504,,355657,220149
14/07/2021,Melaka,526,,210321,105180
14/07/2021,Pahang,400,,284582,185074
14/07/2021,Terengganu,189,,244049,126285
14/07/2021,Labuan,38,,40233,35586
14/07/2021,Putrajaya,40,,61019,34420
14/07/2021,Perlis,3,,83000,60077
15/07/2021,Selangor,6120,,1818257,600858
15/07/2021,Sabah,370,,445167,341230
15/07/2021,Kuala Lumpur,1499,,1592098,447138
15/07/2021,Johor,599,,625055,366730
15/07/2021,Sarawak,363,,1479464,767850
15/07/2021,Pulau Pinang,509,,455647,201358
15/07/2021,Kelantan,255,,296773,200239
15/07/2021,Negeri Sembilan,1603,,378235,155450
15/07/2021,Perak,344,,525355,293464
15/07/2021,Kedah,695,,374803,221779
15/07/2021,Melaka,484,,218909,110312
15/07/2021,Pahang,222,,294388,188677
15/07/2021,Terengganu,70,,252488,129872
15/07/2021,Labuan,26,,40580,37505
15/07/2021,Putrajaya,53,,65460,34481
15/07/2021,Perlis,3,,86385,61314
16/07/2021,Selangor,5512,,1904122,628411
16/07/2021,Sabah,326,,462709,349810
16/07/2021,Kuala Lumpur,1542,,1644610,463515
16/07/2021,Johor,609,,639877,371672
16/07/2021,Sarawak,423,,1522337,818398
16/07/2021,Pulau Pinang,376,,474665,207723
16/07/2021,Kelantan,225,,306817,202306
16/07/2021,Negeri Sembilan,1619,,399421,160348
16/07/2021,Perak,299,,545927,296329
16/07/2021,Kedah,458,,391610,224068
16/07/2021,Melaka,575,,226428,115927
16/07/2021,Pahang,382,,309837,193194
16/07/2021,Terengganu,102,,256867,130328
16/07/2021,Labuan,24,,58649,39453
16/07/2021,Putrajaya,62,,67588,34877
16/07/2021,Perlis,7,,88243,63143
17/07/2021,Selangor,4985,,1980003,654191
17/07/2021,Sabah,647,,475084,358132
17/07/2021,Kuala Lumpur,1740,,1685358,486864
17/07/2021,Johor,625,,658820,374919
17/07/2021,Sarawak,388,,1545402,859906
17/07/2021,Pulau Pinang,396,,488812,212744
17/07/2021,Kelantan,211,,308396,202701
17/07/2021,Negeri Sembilan,1280,,416836,161548
17/07/2021,Perak,428,,559242,296933
17/07/2021,Kedah,701,,404375,224446
17/07/2021,Melaka,569,,233608,121850
17/07/2021,Pahang,317,,313522,196232
17/07/2021,Terengganu,177,,266781,136465
17/07/2021,Labuan,22,,58975,41156
17/07/2021,Putrajaya,41,,69888,34880
17/07/2021,Perlis,1,,88435,63145
18/07/2021,Selangor,4828,,2050239,675478
18/07/2021,Sabah,666,,484377,362659
18/07/2021,Kuala Lumpur,945,,1725982,511099
18/07/2021,Johor,808,,674506,376373
18/07/2021,Sarawak,261,,1563346,894373
18/07/2021,Pulau Pinang,295,,505640,213793
18/07/2021,Kelantan,146,,321911,204620
18/07/2021,Negeri Sembilan,771,,434494,162675
18/07/2021,Perak,407,,571833,297361
18/07/2021,Kedah,696,,422885,225096
18/07/2021,Melaka,289,,235818,122461
18/07/2021,Pahang,369,,315791,196439
18/07/2021,Terengganu,123,,269854,141176
18/07/2021,Labuan,50,,59463,42448
18/07/2021,Putrajaya,51,,72761,34883
18/07/2021,Perlis,5,,89398,65378
19/07/2021,Selangor,4404,,2138264,702009
19/07/2021,Sabah,651,,501110,366342
19/07/2021,Kuala Lumpur,609,,1781677,535761
19/07/2021,Johor,876,,697388,380343
19/07/2021,Sarawak,301,,1579474,932931
19/07/2021,Pulau Pinang,426,,520019,221829
19/07/2021,Kelantan,170,,333551,209929
19/07/2021,Negeri Sembilan,1340,,446514,167533
19/07/2021,Perak,324,,582657,303345
19/07/2021,Kedah,705,,433849,229530
19/07/2021,Melaka,474,,245230,125449
19/07/2021,Pahang,475,,323867,203230
19/07/2021,Terengganu,144,,272548,144350
19/07/2021,Labuan,24,,59884,44243
19/07/2021,Putrajaya,48,,74221,36296
19/07/2021,Perlis,1,,90151,66022
20/07/2021,Selangor,5524,,2221156,726561
20/07/2021,Sabah,657,,509089,368267
20/07/2021,Kuala Lumpur,1580,,1825534,561397
20/07/2021,Johor,793,,723119,382662
20/07/2021,Sarawak,351,,1591810,967201
20/07/2021,Pulau Pinang,460,,532427,224051
20/07/2021,Kelantan,179,,333609,209935
20/07/2021,Negeri Sembilan,970,,452555,169872
20/07/2021,Perak,295,,585969,304730
20/07/2021,Kedah,701,,435289,229839
20/07/2021,Melaka,309,,248224,125553
20/07/2021,Pahang,288,,325465,203553
20/07/2021,Terengganu,190,,273309,144364
20/07/2021,Labuan,17,,59884,44301
20/07/2021,Putrajaya,50,,76842,36307
20/07/2021,Perlis,2,,90187,66078
21/07/2021,Selangor,5550,,2310339,764558
21/07/2021,Sabah,474,,532277,371520
21/07/2021,Kuala Lumpur,1174,,1873400,592736
21/07/2021,Johor,644,,758264,386298
21/07/2021,Sarawak,261,,1607722,1009637
21/07/2021,Pulau Pinang,362,,547773,233374
21/07/2021,Kelantan,386,,334697,210517
21/07/2021,Negeri Sembilan,745,,463740,177356
21/07/2021,Perak,274,,600627,311793
21/07/2021,Kedah,800,,440401,230600
21/07/2021,Melaka,453,,255119,130646
21/07/2021,Pahang,603,,337233,209924
21/07/2021,Terengganu,171,,276809,148422
21/07/2021,Labuan,35,,60245,46585
21/07/2021,Putrajaya,51,,78544,37623
21/07/2021,Perlis,2,,90258,66154
22/07/2021,Selangor,6049,,2405617,800502
22/07/2021,Sabah,497,,559451,374937
22/07/2021,Kuala Lumpur,1611,,1929924,624595
22/07/2021,Johor,791,,789971,390960
22/07/2021,Sarawak,644,,1617938,1053000
22/07/2021,Pulau Pinang,371,,571164,240038
22/07/2021,Kelantan,240,,346748,213490
22/07/2021,Negeri Sembilan,711,,478519,186563
22/07/2021,Perak,284,,621195,322896
22/07/2021,Kedah,701,,453199,233971
22/07/2021,Melaka,353,,262419,136502
22/07/2021,Pahang,261,,351774,214243
22/07/2021,Terengganu,391,,281266,152918
22/07/2021,Labuan,24,,60527,48440
22/07/2021,Putrajaya,100,,81091,38911
22/07/2021,Perlis,6,,92622,66850
23/07/2021,Selangor,7672,,2499316,835493
23/07/2021,Sabah,516,,590949,377332
23/07/2021,Kuala Lumpur,2063,,1980082,660130
23/07/2021,Johor,722,,816402,394510
23/07/2021,Sarawak,461,,1627318,1090869
23/07/2021,Pulau Pinang,530,,594640,246636
23/07/2021,Kelantan,372,,347548,214311
23/07/2021,Negeri Sembilan,682,,493717,193435
23/07/2021,Perak,415,,638598,337508
23/07/2021,Kedah,937,,462755,237213
23/07/2021,Melaka,452,,268848,142710
23/07/2021,Pahang,457,,363708,217406
23/07/2021,Terengganu,229,,282590,154112
23/07/2021,Labuan,21,,60765,49748
23/07/2021,Putrajaya,41,,82704,40267
23/07/2021,Perlis,3,,95021,67842
24/07/2021,Selangor,7351,,2583644,864246
24/07/2021,Sabah,712,,618405,378840
24/07/2021,Kuala Lumpur,2406,,2025812,686523
24/07/2021,Johor,804,,845126,396741
24/07/2021,Sarawak,261,,1644583,1118715
24/07/2021,Pulau Pinang,505,,613763,252326
24/07/2021,Kelantan,502,,347887,214732
24/07/2021,Negeri Sembilan,625,,508736,196483
24/07/2021,Perak,469,,653851,350460
24/07/2021,Kedah,867,,472751,242545
24/07/2021,Melaka,631,,273830,148107
24/07/2021,Pahang,406,,374038,221908
24/07/2021,Terengganu,267,,284695,160687
24/07/2021,Labuan,30,,61023,50785
24/07/2021,Putrajaya,59,,84822,41174
24/07/2021,Perlis,7,,96667,68316
25/07/2021,Selangor,8500,,2657565,891788
25/07/2021,Sabah,818,,646420,379635
25/07/2021,Kuala Lumpur,2045,,2068913,714513
25/07/2021,Johor,950,,880832,398389
25/07/2021,Sarawak,407,,1660168,1140604
25/07/2021,Pulau Pinang,573,,632339,257157
25/07/2021,Kelantan,266,,359586,220804
25/07/2021,Negeri Sembilan,513,,518915,199568
25/07/2021,Perak,609,,668470,361882
25/07/2021,Kedah,1216,,486593,250311
25/07/2021,Melaka,370,,275908,148286
25/07/2021,Pahang,424,,385042,222372
25/07/2021,Terengganu,273,,292196,166314
25/07/2021,Labuan,21,,61347,51740
25/07/2021,Putrajaya,50,,86537,42147
25/07/2021,Perlis,10,,98702,68772
26/07/2021,Selangor,6508,,2740665,938875
26/07/2021,Sabah,720,,672199,381205
26/07/2021,Kuala Lumpur,1425,,2120049,1175115
26/07/2021,Johor,1449,,922551,402777
26/07/2021,Sarawak,356,,1668577,1171172
26/07/2021,Pulau Pinang,402,,652022,265147
26/07/2021,Kelantan,346,,375983,226602
26/07/2021,Negeri Sembilan,452,,534373,207654
26/07/2021,Perak,590,,683775,378888
26/07/2021,Kedah,1160,,502702,259238
26/07/2021,Melaka,373,,284790,154435
26/07/2021,Pahang,386,,403083,228790
26/07/2021,Terengganu,245,,300626,172872
26/07/2021,Labuan,8,,61628,52576
26/07/2021,Putrajaya,94,,88883,43890
26/07/2021,Perlis,2,,101248,69439
27/07/2021,Selangor,6616,,2825074,995648
27/07/2021,Sabah,741,,701759,383455
27/07/2021,Kuala Lumpur,2457,,2177574,1210707
27/07/2021,Johor,907,,963342,408182
27/07/2021,Sarawak,405,,1678014,1197746
27/07/2021,Pulau Pinang,618,,675064,272816
27/07/2021,Kelantan,592,,393262,233995
27/07/2021,Negeri Sembilan,669,,549576,217289
27/07/2021,Perak,583,,700076,393016
27/07/2021,Kedah,1000,,519983,268156
27/07/2021,Melaka,674,,294656,161834
27/07/2021,Pahang,403,,424818,234125
27/07/2021,Terengganu,317,,309272,179702
27/07/2021,Labuan,11,,61891,53233
27/07/2021,Putrajaya,122,,91234,45758
27/07/2021,Perlis,2,,103671,70772
28/07/2021,Selangor,7171,,2921209,1045524
28/07/2021,Sabah,913,,733750,385270
28/07/2021,Kuala Lumpur,2880,,2235366,1242611
28/07/2021,Johor,767,,999835,413974
28/07/2021,Sarawak,464,,1685794,1226842
28/07/2021,Pulau Pinang,760,,698521,278321
28/07/2021,Kelantan,532,,410993,240193
28/07/2021,Negeri Sembilan,863,,560017,232669
28/07/2021,Perak,406,,711754,412686
28/07/2021,Kedah,1112,,536284,278917
28/07/2021,Melaka,531,,305111,166564
28/07/2021,Pahang,429,,443768,241185
28/07/2021,Terengganu,490,,317916,186978
28/07/2021,Labuan,16,,62068,53885
28/07/2021,Putrajaya,68,,94064,47095
28/07/2021,Perlis,3,,106587,72650
29/07/2021,Selangor,7163,,3010341,1106897
29/07/2021,Sabah,776,,768712,387407
29/07/2021,Kuala Lumpur,2138,,2287281,1275792
29/07/2021,Johor,1054,,1039924,422633
29/07/2021,Sarawak,582,,1691496,1252728
29/07/2021,Pulau Pinang,554,,719576,285276
29/07/2021,Kelantan,615,,428699,246521
29/07/2021,Negeri Sembilan,884,,569898,251436
29/07/2021,Perak,596,,730190,425171
29/07/2021,Kedah,1212,,551302,289801
29/07/2021,Melaka,416,,313285,172796
29/07/2021,Pahang,638,,461692,250342
29/07/2021,Terengganu,437,,326893,193993
29/07/2021,Labuan,11,,62230,54236
29/07/2021,Putrajaya,84,,96214,48662
29/07/2021,Perlis,10,,108834,74547
30/07/2021,Selangor,6092,,3103631,1173248
30/07/2021,Sabah,1066,,802770,391138
30/07/2021,Kuala Lumpur,2114,,2343792,1310409
30/07/2021,Johor,1104,,1078414,430509
30/07/2021,Sarawak,450,,1698622,1275937
30/07/2021,Pulau Pinang,689,,737955,293182
30/07/2021,Kelantan,656,,430908,246544
30/07/2021,Negeri Sembilan,1079,,579749,268435
30/07/2021,Perak,810,,744713,442424
30/07/2021,Kedah,1281,,562805,294599
30/07/2021,Melaka,581,,321953,178897
30/07/2021,Pahang,540,,475017,252398
30/07/2021,Terengganu,258,,329547,195832
30/07/2021,Labuan,7,,62403,54669
30/07/2021,Putrajaya,100,,100191,50382
30/07/2021,Perlis,13,,109834,75995
31/07/2021,Selangor,6400,,3196962,1231917
31/07/2021,Sabah,1035,,842320,395380
31/07/2021,Kuala Lumpur,1962,,2396826,1337858
31/07/2021,Johor,1144,,1111660,447536
31/07/2021,Sarawak,485,,1707270,1301606
31/07/2021,Pulau Pinang,713,,755518,297137
31/07/2021,Kelantan,580,,434107,247204
31/07/2021,Negeri Sembilan,929,,584132,287271
31/07/2021,Perak,775,,756129,459632
31/07/2021,Kedah,1389,,577974,298698
31/07/2021,Melaka,697,,331921,182670
31/07/2021,Pahang,653,,488855,258126
31/07/2021,Terengganu,883,,338369,207868
31/07/2021,Labuan,9,,62533,55022
31/07/2021,Putrajaya,116,,103212,52535
31/07/2021,Perlis,16,,111008,76757
01/08/2021,Selangor,6326,,,
01/08/2021,Sabah,1002,,,
01/08/2021,Kuala Lumpur,2086,,,
01/08/2021,Johor,1045,,,
01/08/2021,Sarawak,578,,,
01/08/2021,Pulau Pinang,752,,,
01/08/2021,Kelantan,459,,,
01/08/2021,Negeri Sembilan,809,,,
01/08/2021,Perak,693,,,
01/08/2021,Kedah,1511,,,
01/08/2021,Melaka,686,,,
01/08/2021,Pahang,676,,,
01/08/2021,Terengganu,429,,,
01/08/2021,Labuan,5,,,
01/08/2021,Putrajaya,72,,,
01/08/2021,Perlis,21,,,